,full_text,hashtags,retweets,geo,tags
478,"George HW Bush created crisis in Panama Iraq and Somalia. It's people paid for it

Bill Clinton created tension in Bosnia and Kosovo, their citizens are paying for nonstop bombing

George W Bush waged war against Afghanistan and Iraq, people are still paying for it",set(),0,,"[('George', 'PERSON'), ('HW', 'PERSON'), ('Bush', 'PERSON'), ('Panama', 'LOCATION'), ('Iraq', 'LOCATION'), ('Somalia', 'LOCATION'), ('Bill', 'PERSON'), ('Clinton', 'PERSON'), ('Bosnia', 'LOCATION'), ('Kosovo', 'LOCATION'), ('George', 'PERSON'), ('W', 'PERSON'), ('Bush', 'PERSON'), ('Afghanistan', 'LOCATION'), ('Iraq', 'LOCATION')]"
479,"Enough of this nonsense where we never get a chance to see genuine refugees, all men &amp; economic migrants.Very few women &amp; kids get through. Plus it seems to be Sudan, Eritrea &amp; Afghanistan all the time.Too many deportations have been halted on HR Law. It's  time for review.",set(),2,,"[('Sudan', 'LOCATION'), ('Eritrea', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
480,"Yet western regimes/elites have the audacity to blame non-western countries &amp; communities for the extremism they themselves helped create

When western backed extremism alongside endless western wars force millions to flee to western countries, they then complain about foreigners",set(),75,,[]
481,"@kayrosef As of January 2020, absolutely. At this point, I kinda think Trump has inched ahead of W.",set(),0,,"[('Trump', 'PERSON')]"
482,NEW POST from @Drone_Life: International Drone Services Company Hojung Reaches Beyond Borders Despite COVID Crisis: Helping to Modernize Land Management Systems in Afghanistan https://t.co/yX6kktb48w (via https://t.co/5Js9XOi3R1),set(),0,,"[('International', 'ORGANIZATION'), ('Drone', 'ORGANIZATION'), ('Services', 'ORGANIZATION'), ('Company', 'ORGANIZATION'), ('Hojung', 'ORGANIZATION'), ('Modernize', 'ORGANIZATION'), ('Land', 'ORGANIZATION'), ('Management', 'ORGANIZATION'), ('Systems', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
483,"Flash Update 3 – Fighting, displacement and civilian casualties in Southern Afghanistan (18 October 2020) https://t.co/h9NcgCUxhU via @aidnews",set(),0,,"[('Southern', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
484,"JUST POSTED: I talked to Iraqis who assisted American troops and the veterans themselves about Trump's gutting of refugee admissions. Out of 4K refugee slots reserved for Iraqis who helped Americans, only 161 were admitted to the U.S last year. 

https://t.co/4aNuZ1WwEQ",set(),2238,,"[('Trump', 'PERSON'), ('U.S', 'LOCATION')]"
485,"“We don’t have a country anymore.” They helped the U.S. military in Afghanistan and Iraq, putting their lives at risk. Now President Trump's refugee policies have cut them off from safety in the United States. https://t.co/zlCZLjSvbW by @KannoYoungs",set(),168,,"[('U.S.', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Iraq', 'LOCATION'), ('Trump', 'PERSON'), ('United', 'LOCATION'), ('States', 'LOCATION')]"
486,"@BernieBro69 I mean, we can’t even imagine someone like Trump even getting elected in 2000, realistically. It wasn’t his moment. So, does it make sense to compare the two actors? Plus, how much do events diverge, the longer you run the comparative scenarios?",set(),0,,"[('Trump', 'PERSON')]"
487,"@BernieBro69 You say most presidents, Dem or GOP, would’ve done the Afghanistan war. Sure, assuming 9/11 happened regardless. But does 9/11 happen with Gore? With Obama? With Trump?",set(),0,,"[('GOP', 'ORGANIZATION'), ('Afghanistan', 'LOCATION'), ('Gore', 'PERSON'), ('Obama', 'PERSON'), ('Trump', 'PERSON')]"
488,"@EricCir62379716 @StaunchEngineer @toddy19 @JackBMontgomery @thetimesscot Or I've got a scottie dug, or my great great great great grand mothers baffies were made in Scotland.   This is our future and only the Scottish will get a vote. Than means whoever lives in Scotland, can be classed as Scottish.",set(),0,,"[('Scotland', 'LOCATION'), ('Scotland', 'LOCATION')]"
489,"@ClunieDonna @EricCir62379716 @toddy19 @JackBMontgomery @thetimesscot Or I know a 16yo murderer who just arrived as a refugee from Afghanistan. 
But as long as lives in Scotland!...🤦🤦",set(),0,,"[('Afghanistan', 'LOCATION'), ('Scotland', 'LOCATION')]"
490,Refugees Who Assisted the U.S. Military Find the Door to America Slammed Shut https://t.co/WDoFUcRa9s #NYT #Afghanistan,"{'NYT', 'Afghanistan'}",1,,"[('U.S.', 'LOCATION'), ('Military', 'LOCATION'), ('Find', 'LOCATION'), ('the', 'LOCATION'), ('Door', 'LOCATION'), ('America', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
491,@vanillaventings @5_MeO_MaTT @diasporaninja @spacefairy111 Eh... its been relatively peaceful since we started doing it. (Not that we haven't made mistakes 🤷🏿‍♂️),set(),0,,[]
492,PEACEFUL?? My dude we’ve been in a pointless WAR for almost 20 years??? And have been in wars for MANY years even before that. The only wars we didn’t start and were INVITED to were World War 1 &amp; 2 and THATS IT.,set(),0,,[]
493,"@_japyt @kayrosef Afghanistan and Iraq though...

Patriot Act, Islamaphobia, 2008 recession (+mortgage crisis), Katrina, DHS, ICE.

Did I mention Afghanistan and Iraq? 

Those wars that still aren't over?

Bush set the stage and created the tools for what's happening with Trump.",set(),0,,"[('Afghanistan', 'LOCATION'), ('Iraq', 'LOCATION'), ('DHS', 'ORGANIZATION'), ('Afghanistan', 'LOCATION'), ('Iraq', 'LOCATION'), ('Bush', 'PERSON'), ('Trump', 'PERSON')]"
494,"@vanillaventings Look up the number of causualties from war since the age of modern warfare relative to the Earth's population and get back to me. The Iraq war was a mistake. The Afghanistan war was poorly run, but is now sustainable. Both of them are miniscule casualty wise compared to history.",set(),0,,"[('Earth', 'LOCATION'), ('Iraq', 'LOCATION')]"
495,"The Trump administration has failed thousands of Afghans &amp; Iraqis who risked their lives, and those of their families, helping the US and our allies in Afghanistan and Iraq.

It is shameful how we have turned our backs on them and other refugees.",set(),4,,"[('Trump', 'PERSON'), ('US', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Iraq', 'LOCATION')]"
496,This is despicable. They were guaranteed that in exchange for helping the American military to get rid of the terrorists in Afghanistan and Iraq that they would be given refugee status in the US.,set(),0,,"[('Afghanistan', 'LOCATION'), ('Iraq', 'LOCATION'), ('US', 'LOCATION')]"
497,Al Gore wins in 2000. Where are we now?,set(),39,,"[('Al', 'PERSON'), ('Gore', 'PERSON')]"
498,"1/9 Unfounded charges of violations and inflammatory rhetoric do not advance peace. Instead, we should pursue strict adherence to all articles of the U.S.-Taliban Agreement and U.S.-Afghanistan Joint Declaration and not neglect the commitment to gradually reduce violence.",set(),101,,[]
499,"Soviet Russian Army 5-finger winter combat gloves Afghanistan war
https://t.co/l2YbhBp6ec",set(),0,,"[('Afghanistan', 'LOCATION')]"
500,"I asked President Reagan’s son, Ron Reagan, if his dad would recognize the Republican Party right now. 

His answer: “He would be horrified by the Republican Party right now, the spinelessness in the face of the pathological entity in the White House right now would shock him.”",set(),24466,,"[('Reagan', 'PERSON'), ('Ron', 'PERSON'), ('Reagan', 'PERSON'), ('Republican', 'ORGANIZATION'), ('Party', 'ORGANIZATION'), ('Republican', 'ORGANIZATION'), ('Party', 'ORGANIZATION'), ('White', 'ORGANIZATION'), ('House', 'ORGANIZATION')]"
501,Soviet Russian Army 5-finger winter combat gloves Afghanistan war https://t.co/Ees6D9h9Oa,set(),0,,"[('Afghanistan', 'LOCATION')]"
502,.... i am tired. 😔 #World #COVID19 #Afghanistan #Taliban #Kabul #Trump #refugee #ISIS #Iraq #Syria #tired #twitch #Pakistan #Iran #UN #UNHCR #China #HumanRights https://t.co/YrXOZR9thC,"{'World', 'Kabul', 'Afghanistan', 'Trump', 'Iran', 'HumanRights', 'Syria', 'refugee', 'Taliban', 'UNHCR', 'ISIS', 'tired', 'twitch', 'UN', 'Iraq', 'China', 'COVID19', 'Pakistan'}",0,,"[('Afghanistan', 'LOCATION'), ('Taliban', 'ORGANIZATION'), ('Kabul', 'LOCATION'), ('Trump', 'PERSON'), ('ISIS', 'ORGANIZATION'), ('Iraq', 'LOCATION'), ('Syria', 'LOCATION'), ('Pakistan', 'LOCATION'), ('Iran', 'LOCATION'), ('UN', 'ORGANIZATION'), ('UNHCR', 'ORGANIZATION'), ('China', 'LOCATION')]"
503,"In modern Wars, I.E. Afghanistan, &amp; Iraq, Monopoly Cronies Make Billions On Rebuilding. In The Present Crisis, Which Is War On The People, Cronies Will Also Make Billions. I.E. “Build Back Better.”",set(),0,,"[('I.E', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Iraq', 'LOCATION')]"
504,"“Trump has reduced the flow of refugees into the country to a trickle, and even Iraqis and Afghans who risked their lives for American service members have been cut off.” https://t.co/lQHNzSL3DV",set(),145,,"[('Trump', 'PERSON')]"
505,Wasnt Reagan the one known for the AIDs crisis crack epidemic drug war Afghanistan and Central America?,set(),5,,"[('Reagan', 'PERSON'), ('Afghanistan', 'LOCATION'), ('Central', 'LOCATION'), ('America', 'LOCATION')]"
506,"As refugee, I know that whoever is the president of the U.S. has immense power over people who live in all corners of the world. U.S. foreign policy decisions made in small rooms in DC have impacted my life from when I was a small girl in Afghanistan....

1/6",set(),6,,"[('U.S.', 'LOCATION'), ('U.S.', 'LOCATION'), ('DC', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
507,@vanitaguptaCR Why aren’t Pakistani Hindus allowed as refugees here? Would @aclu promote those who are terrorized in Pakistan n Afghanistan. Over last 30 years how many Hindu families from Pakistan n Bangladesh we’re allowed in or relocated by UN in the West?? @Voice_For_India,set(),0,,"[('Pakistan', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Pakistan', 'LOCATION'), ('Bangladesh', 'LOCATION'), ('UN', 'ORGANIZATION'), ('West', 'LOCATION')]"
508,"“wh, when your dog eats —“

“ ‘wh, when your dog eats’🙄 tony stark made money off the afghanistan war”

“Tony Stark Made Money Off The Afghanistan War”",set(),0,,[]
509,Yesterday called on Afghan Minister of Public Health H.E. Dr. Ahmad Jawad Osmani and discussed measures for strengthening Pak-Afghan cooperation in the field of health ⁦@ForeignOfficePk⁩ ⁦@PakEmbKabul⁩ https://t.co/xlwfRXVIFC,set(),6,,"[('Public', 'LOCATION'), ('Health', 'LOCATION'), ('H.E', 'LOCATION'), ('Ahmad', 'PERSON'), ('Jawad', 'PERSON'), ('Osmani', 'PERSON')]"
510,@US4AfghanPeace Since you are deeply invested in Taliban these days but bear in mind that any sort of interim government is not acceptable to the Afghan people because it will plunge Afghanistan into chaos and crisis.,set(),0,,"[('Taliban', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
511,@US4AfghanPeace Since you are deeply invested in Taliban these days but bear in mind that any sort of interim government is not acceptable to the Afghan people because it will plunge Afghanistan into chaos and crisis.,set(),0,,"[('Taliban', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
512,Respected Mansoor Sahab I m sure an envoy like you will find many issues for addressing together. I suggest that Pakistan and Afghanistan should share there experiences in DDR and HIV/AIDS prevention. Because of the Afghan refugees and also many Afghans come to Pakistan daily.,set(),0,,"[('Mansoor', 'PERSON'), ('Sahab', 'PERSON'), ('Pakistan', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Pakistan', 'LOCATION')]"
513,"From Wisconsin to Arizona, as in much of the country, these final weeks of the campaign look to be about who actually votes, because voters say they've made their choices, and many have made it official. https://t.co/tGpXiyXDSm",set(),50,,"[('Wisconsin', 'LOCATION'), ('Arizona', 'LOCATION')]"
514,"Rupert Murdoch media staff taps on the phones of the Afghanistan war KIA families as they scream on phones, devastated after receiving news their loved ones had been killed.",set(),0,,"[('Rupert', 'PERSON'), ('Murdoch', 'PERSON'), ('Afghanistan', 'LOCATION'), ('KIA', 'ORGANIZATION')]"
515,"@CBSNews Fund-raising for children &amp; women please join us and donate small amount.
After 40 years of war, natural disasters &amp; persistent poverty, COVID19 has thrown Afghanistan into an unprecedented health, social &amp; economic crisis.Despite challenges, people need humanitarian assistant. https://t.co/2Hlyaeomxh",set(),0,,"[('Afghanistan', 'LOCATION')]"
516,the lincoln project as soon as the election is over https://t.co/14aCeXgO84,set(),7674,,[]
517,"Incase you haven't really thought about it, pls permit me to drop it here that PROTESTS, no matter how organic can never be the shortcut to #EndBadGoveranceInNigeria. 
If it works that way, Syria would be paradise on earth by now! We have more to think or do!",{'EndBadGoveranceInNigeria'},47,,"[('Syria', 'LOCATION')]"
518,"Duplicity of US is on full display, they invade Western socialist countries and then scapegoats them for mass influx of refugees. 

Afghans must learn that the US is the sole root-cause behind all these calamities in Afghanistan. It’s the US who made our land a hell.

!Pathetic",set(),0,,"[('US', 'LOCATION'), ('US', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('US', 'LOCATION')]"
519,Afghanistan War Exposed: An Imperial Conspiracy https://t.co/YpxcNmuabf via @YouTube,set(),0,,"[('YouTube', 'ORGANIZATION')]"
520,"9/11 still happens, Gore goes to Afghanistan but not Iraq.  Wins re-election bc of 9-11 halo.

Liberal majorities cemented in SCOTUS but gridlock grips Washington as GOP retains control of the hill.

Financial crisis = president McCain or Romney",set(),0,,"[('Gore', 'PERSON'), ('Afghanistan', 'LOCATION'), ('Iraq', 'LOCATION'), ('Washington', 'LOCATION'), ('GOP', 'ORGANIZATION'), ('McCain', 'PERSON'), ('Romney', 'PERSON')]"
521,The 20th Year of the Afghanistan War Should Be America’s Last https://t.co/bD7GlIxxn6 https://t.co/Q4P2K8waYF,set(),0,,"[('America', 'LOCATION')]"
522,"@UNGeneva After 40 years of war, natural disasters &amp; persistent poverty, #COVID19 has thrown Afghanistan into an unprecedented health, social &amp; economic crisis. Despite challenges, people need humanitarian assistant  fundraising for Afghan children, women. https://t.co/Zzc1d1ZYmv",{'COVID19'},1,,"[('Afghanistan', 'LOCATION')]"
523,"With the coronavirus spreading rapidly across Europe, I’ve started to reconvene regular videoconferences with members of the College working on the response. 

Today’s agenda:
🔸Interoperability of tracing apps
🔸Coordination on quarantine &amp; testing
🔸Preparation for vaccination https://t.co/5mKdxSxwBS",set(),145,,"[('Europe', 'LOCATION')]"
524,"@vonderleyen After 40 years of war, natural disasters &amp; persistent poverty, #COVID19 has thrown Afghanistan into an unprecedented health, social &amp; economic crisis. Despite challenges, people need humanitarian assistant  fundraising for Afghan children. https://t.co/r1Qj9ir2uI",{'COVID19'},0,,"[('Afghanistan', 'LOCATION')]"
525,"@ShashiTharoor “Even Pakistan, Afghanistan handled COVID crisis better than India, Pappu cites ‘IMF Projections’”

The people with 'Fetus brain' like pappu exposes them s'ves as a laughing stock when they indulge in such illogical comparisons of the subject . https://t.co/W0qH7xdl9V",set(),0,,"[('Pakistan', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('India', 'LOCATION'), ('Pappu', 'PERSON')]"
526,"An Afghan refugee's, Hamed Zafer, hatred towards the Hazara community amongst others bites back. #karma https://t.co/ghRd3HFFSo https://t.co/FQHIKkpBTO https://t.co/8d4YYrFV4j",{'karma'},0,,"[('Hamed', 'PERSON'), ('Zafer', 'PERSON')]"
527,"Australian Defence Force orders ban on destruction of evidence from Afghanistan war, as inquiry into alleged war crimes nears end https://t.co/G7sg2cViww",set(),1,,"[('Defence', 'ORGANIZATION'), ('Force', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
528,"👇 One week until this event!! Join us to talk gender as a driver and determinant of displacement experiences in Syria, Afghanistan and around the world 🌍 It's going to be 👌 #internaldisplacement #WPSin2020 #WPS #beijing25 #gendermatters","{'internaldisplacement', 'WPS', 'WPSin2020', 'beijing25', 'gendermatters'}",2,,"[('Syria', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
529,"@bravefacefunkie Libya, Syria , Afghanistan all have a different scenarios , the sociological, political, economic, religious and deep Intel involvement in the crisis in that country do not follow the template in Nigeria. Will do well to read exhaustively about the remote and immediate causes",set(),0,,"[('Libya', 'LOCATION'), ('Syria', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Intel', 'ORGANIZATION'), ('Nigeria', 'LOCATION')]"
530,US envoy slams Afghan bloodshed as car bomb toll rises https://t.co/dWK8FSByCh #World #Afghanistan #Conflict,"{'World', 'Afghanistan', 'Conflict'}",0,,"[('US', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
531,Thanks 🙏 to @SaudiFund_Dev 🇸🇦 @UNHCRAfg is constructing 24 primary &amp; secondary schools 🏫 to help ensure that more #children incl. #returnees🧕🏼👦🏻 have #access to #education in #Afghanistan 🇦🇫#EducationForAll https://t.co/6SxWoBLyd2,"{'Afghanistan', 'education', 'access', 'EducationForAll', 'children', 'returnees'}",8,,"[('Afghanistan', 'LOCATION')]"
532,"Thank you @UNOCHA! With your funding, @FAO will provide time-critical agricultural inputs to swiftly assist marginal &amp; food-insecure farming households in #Afghanistan. 

The project will mitigate the impacts of COVID-19 &amp; the ongoing food crisis.

👉 https://t.co/pMVfhG0ogu https://t.co/6Nst68ob9Z",{'Afghanistan'},9,,"[('UNOCHA', 'ORGANIZATION'), ('FAO', 'ORGANIZATION'), ('Afghanistan', 'LOCATION')]"
533,"Meet Zabi. His language skills are helping fellow refugees in Greece. 

Zabi is from Afghanistan and volunteers as a translator with our legal partner @AidFenix. This team's work mean that more people are able to reunite with family, find safety, and claim their human rights. https://t.co/yGrwhzjlWB",set(),7,,"[('Zabi', 'PERSON'), ('Greece', 'LOCATION'), ('Zabi', 'PERSON'), ('Afghanistan', 'LOCATION')]"
534,Maybe I am getting old and remember things a few years ago. When Biden says he will return American foreign policy to the time before Trump I can’t help remembering that was the Crimea debacle and the Syria catastrophe,set(),75,,"[('Biden', 'PERSON'), ('Trump', 'PERSON'), ('Crimea', 'LOCATION'), ('Syria', 'LOCATION')]"
535,"NEW: Trump was receiving one of his first codeword classified briefings on Afghanistan, at his Bedminster club, when he suddenly got bored and ordered milkshakes. The incident became legendary inside CIA, where like at other agencies, morale has slumped.1/ https://t.co/oeAwZNPslr",set(),14633,,"[('Trump', 'PERSON'), ('Afghanistan', 'LOCATION'), ('Bedminster', 'LOCATION'), ('CIA', 'ORGANIZATION')]"
536,"@the_movic @Ugonnaya26 @instablog9ja The best they could do is to fund the protest but that's not what we are seeking. We are not raising money for a better Nigeria. You see big bodies and persons you are want for this protest, they have bigger things to worry about. Fela would tell you better.",set(),0,,"[('Nigeria', 'LOCATION'), ('Fela', 'PERSON')]"
537,"@the_movic @Ugonnaya26 @instablog9ja Where is the UN in Libya, Syria, Afghanistan etc? Or you think they are not aware? Ours is just a baby crisis that will quench soon.",set(),0,,"[('UN', 'ORGANIZATION'), ('Libya', 'LOCATION'), ('Syria', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
538,@MPopeKFRUK @deepesh966 @Tedestrela they followed a president who killed muslim people around african mercilessly bombing them just so your ignorant self knows the president has killed more muslims then muslims have killed people,set(),0,,"[('Tedestrela', 'PERSON')]"
539,What do you think was the most important election of your lifetime? I’d make the case for 2000.  https://t.co/ovXUO8oZHE,set(),407,,[]
540,@barriecassidy Not to mention the Iraq/Afghanistan war!,set(),0,,[]
541,@ezraklein Didn’t read yet to see your reasoning but I think so too. 9/11 excuse for Iraq war and climate change- we would be in a very different place right now had Gore not ceded.,set(),0,,"[('Iraq', 'LOCATION'), ('Gore', 'PERSON')]"
542,"Local allies in Iraq and Afghanistan risked their lives to help U.S. troops. But the U.S. has not kept its promise to these allies. Instead, families are stuck in legal limbo with a target on their back.

https://t.co/TSKGrFzwx8 @nytpolitics @KannoYoungs",set(),7,,"[('Iraq', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('U.S.', 'LOCATION'), ('U.S.', 'LOCATION')]"
543,"Why has Donald Trump not called Putin on the floor for setting a bounty on our troops in Afghanistan? Why have we not heard ANYTHING about this from him? (partly because EVERY DAY there is some new crisis that leaves us with our jaws on the floor, I get it, but WHAT ABOUT THIS?)",set(),0,,"[('Donald', 'PERSON'), ('Trump', 'PERSON'), ('Putin', 'PERSON'), ('Afghanistan', 'LOCATION')]"
544,"@ezraklein I'd offer two. For Presidential years, 2000 is a good one. Setup many more campaigns to contest / recount elections and set the stage for both the implosion of traditional conservatives and the financial crisis in '08. Also generation-long war in Iraq and Afghanistan.",set(),0,,"[('Iraq', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
545,"The coronavirus has now killed more Americans than the Vietnam War, Gulf War, Afghanistan War, and Iraq War combined https://t.co/KC3ThHE7SC",set(),0,,[]
546,"1
2
3
4
5
6
7
8
9
10
11
12
13
14
15
16
17
18
19
The 20th year of the Afghanistan War should be America’s last, writes @DanDePetris in @DefenseOne. https://t.co/xNpyqpxEDR",set(),2,,[]
547,"@TiffanyDCross 1980 - incumbent Democrat Jimmy Carter v Republican Ronald Reagan, as well as Republican Congressman John B. Anderson, who ran as an independent.  I was 20 years old.  Issues of the Day: Iran hostage crisis, USSR invasion of Afghanistan (Summer Olympics boycott), Inflation",set(),0,,"[('Jimmy', 'PERSON'), ('Carter', 'PERSON'), ('Republican', 'ORGANIZATION'), ('Ronald', 'PERSON'), ('Reagan', 'PERSON'), ('John', 'PERSON'), ('B.', 'PERSON'), ('Anderson', 'PERSON'), ('Iran', 'LOCATION'), ('USSR', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
548,"Visited @I_W_M London to see 'Refugees: Forced to Flee' as well as the permanent displays. Some very moving exhibits including these photos linked to the life of Gulwali Passarlay from Nangarhar province, Afghanistan; and a film about daily life in Moria refugee Camp in Greece... https://t.co/c3ClrpZU7q",set(),0,,"[('London', 'LOCATION'), ('Gulwali', 'LOCATION'), ('Passarlay', 'LOCATION'), ('Nangarhar', 'LOCATION'), ('province', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Moria', 'LOCATION'), ('refugee', 'LOCATION'), ('Camp', 'LOCATION'), ('Greece', 'LOCATION')]"
549,"@NatashaBertrand As Taliban and government delegation look to continue the peace talks started a month ago in Doha, and with the clock counting down for US forces who are due to leave Afghanistan in the next few months, there is still no clear end to the battle in sight. https://t.co/qraGZnVv39",set(),5,,"[('Taliban', 'ORGANIZATION'), ('Doha', 'LOCATION'), ('US', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
550,"In @KrocIPJ's latest #peacestudies blog, global voices weigh in on the issues facing the US &amp; the world. Hear from  #PeaceInOurCities members from Colombo, Sri Lanka, Nairobi, Kenya, &amp; Palmira, Colombia, as well as @ImpactPeace's own @NasemaZeerak! 1/4 https://t.co/3ZNcPJ62Vl","{'peacestudies', 'PeaceInOurCities'}",2,,"[('US', 'ORGANIZATION'), ('&', 'ORGANIZATION'), ('amp', 'ORGANIZATION'), ('Colombo', 'LOCATION'), ('Sri', 'LOCATION'), ('Lanka', 'LOCATION'), ('Nairobi', 'LOCATION'), ('Kenya', 'LOCATION'), ('Palmira', 'LOCATION'), ('Colombia', 'LOCATION')]"
551,"@ErinBrockovich Fund-raising for children &amp; women suffering from covid19 situation please donate. After 40 years of war, natural disasters &amp; persistent poverty, COVID19 has thrown Afghanistan into an unprecedented health, social &amp; economic crisis.Despite challenges, please help. https://t.co/kpC9niCWfQ",set(),0,,"[('Afghanistan', 'LOCATION')]"
552,".@NasemaZeerak opens the series with reflections on her own experiences growing up as a refugee from the conflict in #Afghanistan, &amp; the image of the US abroad, highlighting that ""advancing rights at home &amp; abroad is interconnected."" 2/4 https://t.co/GtmXWXHuNx",{'Afghanistan'},1,,"[('Afghanistan', 'LOCATION'), ('US', 'LOCATION')]"
553,"@AmrullahSaleh2 @NATOscr @AusEmbAfg @NLinAfghanistan A massege to @european countries:
No war no refugee to europe.
Yes war prepare for milions refugee.",set(),0,,[]
554,"#Welcome to @NATO, Correlli! After 4⃣ years working on #EU-affairs at @DutchMFA🇳🇱, Correlli will now focus on #Afghanistan, crisis response and #EDT at @NLatNATO in #Brussels. Welcome on board Correlli!💪 https://t.co/UOr3yJiAEx","{'Afghanistan', 'EU', 'EDT', 'Brussels', 'Welcome'}",3,,"[('NATO', 'ORGANIZATION'), ('Correlli', 'PERSON'), ('Correlli', 'PERSON'), ('Afghanistan', 'LOCATION'), ('Brussels', 'LOCATION'), ('Correlli', 'PERSON')]"
555,"@Fraochs @ezraklein When W was elected, we took for granted things were going well and even he couldn’t fuck it up. Well, 9/11, the Iraq &amp; Afghanistan wars, and the financial crisis showed us that an incompetent president can ruin anything at anytime. I only wish we’d remembered this in 2016.",set(),0,,"[('Iraq', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
556,"[Weekly Report] #Afghanistan Crisis Horizon. AI-Powered Crisis Indicators, Unique assessment, archive and up-to-date map. https://t.co/20muNx0LjP

#RSM #NATO #ANDSF","{'NATO', 'Afghanistan', 'RSM', 'ANDSF'}",7,,"[('Afghanistan', 'LOCATION'), ('NATO', 'ORGANIZATION')]"
557,@Kinzo__01 @MPopeKFRUK @Tedestrela And Muslims often say USA is responsible for Afghanistan war or terrorism....but no I would say the religion is mainly responsible....after the rise of Taliban they started killing non Muslims and their religious sites they did it before but their activities increased ...,set(),0,,"[('USA', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('Taliban', 'ORGANIZATION')]"
558,"Before his lid @JoeBiden spoke to - Muslim Advocates - the notorious Islamic group behind:

-The @JohnBrennan approved purge of all jihad-related training
-Stopping NYPD surveilling terror mosques
-Requesting DOJ/DHS rescind report on Muslim immigrant jihad &amp; Orlando

Watch⬇️ 2/x https://t.co/8yBvOW2b03",set(),58,,"[('JoeBiden', 'PERSON'), ('JohnBrennan', 'PERSON'), ('Muslim', 'ORGANIZATION'), ('Orlando', 'LOCATION')]"
559,"Uday Barad  · 
“Even Pakistan, Afghanistan handled COVID crisis better than India, Rahul Gandhi cites ‘IMF Projections’”
'Fetus brain' people like Rahul exposes themselves as a laughingstock when they indulge in such illogical comparisons of the subject which they know nothing! https://t.co/wafUwFj6if",set(),14,,"[('Uday', 'PERSON'), ('Barad', 'PERSON'), ('Pakistan', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('India', 'LOCATION'), ('Rahul', 'PERSON'), ('Gandhi', 'PERSON'), ('Rahul', 'PERSON')]"
560,"Countries like Sri Lanka &amp; Afghanistan also have a better figure of GDP than India.

Shame on @BJP4India for this crisis
#GDP #economy https://t.co/tCMrekFGAU","{'GDP', 'economy'}",0,,"[('Sri', 'LOCATION'), ('Lanka', 'LOCATION'), ('Afghanistan', 'LOCATION'), ('India', 'LOCATION')]"
561,@AshokSGarcha @Bimal24731741 @Santoshrtiindia Sikhism also came from Afghanistan where the last sikh refugees came back to India,set(),0,,"[('Santoshrtiindia', 'ORGANIZATION'), ('Sikhism', 'ORGANIZATION'), ('Afghanistan', 'LOCATION'), ('India', 'LOCATION')]"
562,"I Have Given £3 Billion To The Afghanistan Government, £1 Billion For Afghan Refugees Living In Pakistan &amp; Iran To Return Home To Afghanistan &amp; To Provide For Their Comforts By Securing A Home, Employment, Schooling To Live A Good Life. 

I Have Given Further £2 Billion For",set(),0,,"[('Afghanistan', 'LOCATION'), ('Afghan', 'ORGANIZATION'), ('Refugees', 'ORGANIZATION'), ('Living', 'ORGANIZATION'), ('In', 'ORGANIZATION'), ('Pakistan', 'ORGANIZATION'), ('&', 'ORGANIZATION'), ('amp', 'ORGANIZATION'), ('Iran', 'LOCATION')]"
563,"Each Family To Have A £1 Million To Build A Future In Afghanistan, A Gift Of £50,000 Will Be Awarded Yearly. I Would Like For The Parties Concerned To Action The Refugees Move To Afghanistan Today.

@ashrafghani
@ArifAlvi
@HassanRouhani 
@unafghanistan 
@UNRefugeeAgency",set(),0,,"[('Afghanistan', 'LOCATION'), ('Afghanistan', 'LOCATION')]"
564,"اندوه عمیقی‌ست! 
#Afghanistan 
#War
#Children https://t.co/6M3UHsDQeK","{'War', 'Afghanistan', 'Children'}",1,,"[('Afghanistan', 'LOCATION')]"
